entry_time,exit_time,direction,setup_type,entry_price,exit_price,pnl,exit_reason,risk_distance,planned_sl,planned_tp,R,signal_bar_time,range_high,range_low,sweep_bar_idx,compression_atr,partial_tp_hit,partial_exit_time,partial_exit_price,best_price,entry_type
2023-09-05 00:10:00+00:00,2023-09-05 06:25:00+00:00,SHORT,VCLSMB,15486.669,15457.117273188685,2.0,TP,14.77586340565722,15501.444863405657,15457.117273188685,2.0,2023-09-05 00:05:00+00:00,15500.027,15500.027,280776,4.726211352189209,False,,,15486.669,first
2023-09-21 23:55:00+00:00,2023-09-22 00:00:00+00:00,SHORT,VCLSMB,14681.067,14690.72514587697,-1.0,SL,9.658145876970593,14690.72514587697,14661.750708246058,-1.0,2023-09-21 23:50:00+00:00,14689.159,14689.159,285672,5.220486256569666,False,,,14681.067,first
2023-10-24 22:10:00+00:00,2023-10-25 13:35:00+00:00,SHORT,VCLSMB,14686.599,14557.005219765177,2.0,TP,64.79689011741175,14751.395890117412,14557.005219765177,2.0,2023-10-24 22:05:00+00:00,14747.839,14747.839,295176,11.856300391372306,False,,,14686.599,first
2023-10-31 23:05:00+00:00,2023-11-01 02:55:00+00:00,SHORT,VCLSMB,14368.299,14389.347420833492,-1.0,SL,21.048420833491036,14389.347420833492,14326.202158333019,-1.0,2023-10-31 23:00:00+00:00,14387.799,14387.799,297192,5.16140277830052,False,,,14368.299,first
2023-12-05 01:20:00+00:00,2023-12-05 07:00:00+00:00,SHORT,VCLSMB,15806.269,15758.215190301016,2.0,TP,24.026904849491984,15830.295904849492,15758.215190301016,2.0,2023-12-05 01:15:00+00:00,15829.059,15829.059,306996,4.1230161649734915,False,,,15806.269,first
2023-12-06 23:20:00+00:00,2023-12-07 01:50:00+00:00,LONG,VCLSMB,15801.269,15785.905476618265,-1.0,SL,15.363523381734922,15785.905476618265,15831.99604676347,-1.0,2023-12-06 23:15:00+00:00,15787.109,15787.109,307572,4.011744605782159,False,,,15801.269,first
2023-12-12 23:10:00+00:00,2023-12-13 06:50:00+00:00,LONG,VCLSMB,16391.489,16372.082456175283,-1.0,SL,19.406543824718028,16372.082456175283,16430.302087649437,-1.0,2023-12-12 23:05:00+00:00,16373.119,16373.119,309300,3.455146082391482,False,,,16391.489,first
2023-12-13 07:00:00+00:00,2023-12-13 07:00:00+00:00,LONG,VCLSMB,16375.479,16372.228307732468,-1.0,SL,3.2506922675311216,16372.228307732468,16381.980384535062,-1.0,2023-12-13 06:55:00+00:00,16373.119,16373.119,309300,2.968974225108603,False,,,16375.479,pullback
2023-12-28 01:10:00+00:00,2023-12-28 14:55:00+00:00,LONG,VCLSMB,16949.039,16925.051890047696,-1.0,SL,23.98710995230431,16925.051890047696,16997.01321990461,-1.0,2023-12-28 01:05:00+00:00,16926.299,16926.299,313620,4.1570331743448525,False,,,16949.039,first
2023-12-28 15:05:00+00:00,2023-12-28 15:05:00+00:00,LONG,VCLSMB,16927.727,16923.457191194266,-1.0,SL,4.2698088057331915,16923.457191194266,16936.266617611465,-1.0,2023-12-28 15:00:00+00:00,16926.299,16926.299,313620,9.472696019108875,False,,,16927.727,pullback
2023-12-28 23:10:00+00:00,2023-12-29 04:40:00+00:00,LONG,VCLSMB,16910.409,16903.336673625858,-1.0,SL,7.072326374141994,16903.336673625858,16924.553652748284,-1.0,2023-12-28 23:05:00+00:00,16904.329,16904.329,313908,3.307754580485204,False,,,16910.409,first
2023-12-29 04:50:00+00:00,2023-12-29 05:55:00+00:00,LONG,VCLSMB,16906.209,16911.810005660223,2.0,TP,2.8005028301122366,16903.408497169887,16911.810005660223,2.0,2023-12-29 04:45:00+00:00,16904.329,16904.329,313908,3.0683427670436627,False,,,16906.209,pullback
2024-01-17 23:10:00+00:00,2024-01-17 23:15:00+00:00,SHORT,VCLSMB,16711.653,16730.434830718095,-1.0,SL,18.7818307180969,16730.434830718095,16674.089338563805,-1.0,2024-01-17 23:05:00+00:00,16729.065,16729.065,319380,4.566102393657213,False,,,16711.653,first
2024-01-30 01:20:00+00:00,2024-01-30 01:25:00+00:00,SHORT,VCLSMB,17607.453,17600.73844602755,2.0,TP,3.35727698622577,17610.810276986227,17600.73844602755,2.0,2024-01-30 01:15:00+00:00,17609.075,17586.619,322837,5.784256620757148,False,,,17607.453,first
2024-01-30 01:35:00+00:00,2024-01-30 05:35:00+00:00,SHORT,VCLSMB,17595.709,17611.028663060766,-1.0,SL,15.319663060767198,17611.028663060766,17565.069673878465,-1.0,2024-01-30 01:30:00+00:00,17609.075,17586.619,322837,6.512210202551996,False,,,17595.709,pullback
2024-02-07 23:10:00+00:00,2024-02-08 01:55:00+00:00,SHORT,VCLSMB,17751.098,17765.05252796972,-1.0,SL,13.954527969719493,17765.05252796972,17723.188944060563,-1.0,2024-02-07 23:05:00+00:00,17763.908,17763.908,325428,3.815093232405654,False,,,17751.098,first
2024-02-26 00:50:00+00:00,2024-02-26 02:40:00+00:00,SHORT,VCLSMB,17889.687,17913.845668603582,-1.0,SL,24.158668603580736,17913.845668603582,17841.36966279284,-1.0,2024-02-26 00:45:00+00:00,17911.521,17911.521,330612,7.7488953452777585,False,,,17889.687,first
2024-02-26 02:50:00+00:00,2024-02-26 04:25:00+00:00,SHORT,VCLSMB,17906.808,17892.386806102473,2.0,TP,7.21059694876385,17914.018596948765,17892.386806102473,2.0,2024-02-26 02:45:00+00:00,17911.521,17911.521,330612,8.325323162549521,False,,,17906.808,pullback
2024-08-08 00:20:00+00:00,2024-08-08 00:40:00+00:00,LONG,VCLSMB,17828.909,17766.46401940752,-1.0,SL,62.44498059248144,17766.46401940752,17953.798961184963,-1.0,2024-08-08 00:15:00+00:00,17878.097,17776.91,377833,34.81993530827541,False,,,17828.909,first
2024-08-08 00:50:00+00:00,2024-08-08 00:50:00+00:00,LONG,VCLSMB,17769.453,17775.352227418327,2.0,TP,2.9496137091628043,17766.50338629084,17775.352227418327,2.0,2024-08-08 00:45:00+00:00,17878.097,17776.91,377833,34.68871236386911,False,,,17769.453,pullback
2024-10-01 00:00:00+00:00,2024-10-01 01:35:00+00:00,LONG,VCLSMB,20036.521,20095.40599473656,2.0,TP,29.442497368279874,20007.07850263172,20095.40599473656,2.0,2024-09-30 23:55:00+00:00,20035.91,20009.543,393387,8.214991227596451,False,,,20036.521,first
2024-10-08 00:05:00+00:00,2024-10-08 00:10:00+00:00,LONG,VCLSMB,19817.209,19831.53720536682,2.0,TP,7.164102683411329,19810.044897316588,19831.53720536682,2.0,2024-10-08 00:00:00+00:00,19829.989,19815.176,395405,17.103675611370704,False,,,19817.209,first
2024-10-08 00:20:00+00:00,2024-10-08 01:05:00+00:00,LONG,VCLSMB,19831.353,19810.177878828188,-1.0,SL,21.175121171811043,19810.177878828188,19873.70324234362,-1.0,2024-10-08 00:15:00+00:00,19829.989,19815.176,395405,16.660403906042706,False,,,19831.353,pullback
2024-10-17 22:20:00+00:00,2024-10-18 00:15:00+00:00,LONG,VCLSMB,20228.565,20214.83791890412,-1.0,SL,13.72708109587984,20214.83791890412,20256.01916219176,-1.0,2024-10-17 22:15:00+00:00,20219.465,20216.51,398281,5.573603652929425,False,,,20228.565,first
