sweep_atr_mult,momentum_atr_mult,momentum_body_ratio,compression_lookback,liquidity_level_atr_mult,enable_trend_filter,trend_ema_period,is_trades,is_win_rate,is_expectancy_R,is_profit_factor,is_max_dd_R,oos_trades,oos_win_rate,oos_expectancy_R,oos_profit_factor,oos_max_dd_R,is_score,is_viable,oos_score,oos_viable
0.5,1.6,0.55,30,6.0,False,50,23,26.09,-0.2174,0.7059,11.0,35,28.57,-0.1429,0.8,9.0,,False,,False
0.5,1.6,0.55,30,10.0,False,50,29,27.59,-0.1724,0.7619,8.0,44,25.0,-0.25,0.6667,12.0,,False,,False
0.5,1.6,0.65,12,2.0,False,50,9,44.44,0.3333,1.6,2.0,13,30.77,-0.0769,0.8889,4.0,,False,,False
0.5,1.6,0.65,12,4.0,False,50,12,33.33,0.0,1.0,4.0,15,33.33,0.0,1.0,3.0,,False,,False
0.5,1.6,0.65,12,6.0,False,50,13,38.46,0.1538,1.25,4.0,19,36.84,0.1053,1.1667,5.0,,False,,False
0.5,1.6,0.65,12,10.0,False,50,17,41.18,0.2353,1.4,3.0,21,33.33,0.0,1.0,5.0,,False,,False
0.5,1.6,0.65,20,2.0,False,50,10,40.0,0.2,1.3333,3.0,17,29.41,-0.1176,0.8333,6.0,,False,,False
0.5,1.6,0.65,20,4.0,False,50,14,28.57,-0.1429,0.8,6.0,21,28.57,-0.1429,0.8,6.0,,False,,False
0.5,1.6,0.65,20,6.0,False,50,15,33.33,0.0,1.0,6.0,27,29.63,-0.1111,0.8421,9.0,,False,,False
0.5,1.6,0.65,20,10.0,False,50,20,35.0,0.05,1.0769,4.0,31,25.81,-0.2258,0.6957,11.0,1.176434878122122,True,,False
0.5,1.6,0.65,30,2.0,False,50,12,33.33,0.0,1.0,4.0,17,29.41,-0.1176,0.8333,6.0,,False,,False
0.5,1.6,0.65,30,4.0,False,50,17,23.53,-0.2941,0.6154,8.0,25,28.0,-0.16,0.7778,7.0,,False,,False
0.5,1.6,0.65,30,6.0,False,50,20,25.0,-0.25,0.6667,9.0,33,27.27,-0.1818,0.75,10.0,,False,,False
0.5,1.6,0.65,30,10.0,False,50,27,29.63,-0.1111,0.8421,5.0,42,23.81,-0.2857,0.625,13.0,,False,,False
0.5,1.6,0.75,12,2.0,False,50,6,33.33,0.0,1.0,2.0,8,37.5,0.125,1.2,3.0,,False,,False
0.5,1.6,0.75,12,4.0,False,50,8,25.0,-0.25,0.6667,3.0,10,40.0,0.2,1.3333,3.0,,False,,False
0.5,1.6,0.75,12,6.0,False,50,9,33.33,0.0,1.0,3.0,13,38.46,0.1538,1.25,5.0,,False,,False
0.5,1.6,0.75,12,10.0,False,50,12,33.33,0.0,1.0,4.0,16,37.5,0.125,1.2,5.0,,False,,False
0.5,1.6,0.75,20,2.0,False,50,7,28.57,-0.1429,0.8,2.0,12,33.33,0.0,1.0,5.0,,False,,False
0.5,1.6,0.75,20,4.0,False,50,10,20.0,-0.4,0.5,5.0,16,31.25,-0.0625,0.9091,6.0,,False,,False
0.5,1.6,0.75,20,6.0,False,50,11,27.27,-0.1818,0.75,5.0,20,30.0,-0.1,0.8571,8.0,,False,,False
0.5,1.6,0.75,20,10.0,False,50,15,26.67,-0.2,0.7273,7.0,24,29.17,-0.125,0.8235,9.0,,False,,False
0.5,1.6,0.75,30,2.0,False,50,8,25.0,-0.25,0.6667,3.0,12,33.33,0.0,1.0,5.0,,False,,False
0.5,1.6,0.75,30,4.0,False,50,12,16.67,-0.5,0.4,7.0,20,30.0,-0.1,0.8571,6.0,,False,,False
0.5,1.6,0.75,30,6.0,False,50,15,20.0,-0.4,0.5,8.0,26,26.92,-0.1923,0.7368,8.0,,False,,False
0.5,1.6,0.75,30,10.0,False,50,21,23.81,-0.2857,0.625,8.0,35,25.71,-0.2286,0.6923,11.0,,False,,False
0.75,1.0,0.55,12,2.0,False,50,19,42.11,0.2632,1.4545,3.0,19,36.84,0.1053,1.1667,3.0,,False,,False
0.75,1.0,0.55,12,4.0,False,50,22,36.36,0.0909,1.1429,5.0,23,39.13,0.1739,1.2857,4.0,1.3262153376207542,True,1.77346032415676,True
0.75,1.0,0.55,12,6.0,False,50,26,34.62,0.0385,1.0588,8.0,27,40.74,0.2222,1.375,4.0,0.9563539119007143,True,2.0288806152629517,True
0.75,1.0,0.55,12,10.0,False,50,29,31.03,-0.069,0.9,9.0,29,41.38,0.2414,1.4118,4.0,,False,2.133591611288853,True
0.75,1.0,0.55,20,2.0,False,50,19,42.11,0.2632,1.4545,3.0,22,40.91,0.2273,1.3846,3.0,,False,2.0771153376207545,True
0.75,1.0,0.55,20,4.0,False,50,24,33.33,0.0,1.0,6.0,28,39.29,0.1786,1.2941,4.0,,False,1.8223591342464793,True
0.75,1.0,0.55,20,6.0,False,50,28,32.14,-0.0357,0.9474,9.0,37,40.54,0.2162,1.3636,4.0,,False,2.0494036117036556,True
0.75,1.0,0.55,20,10.0,False,50,32,28.12,-0.1562,0.7826,10.0,40,40.0,0.2,1.3333,4.0,,False,1.9847866859365872,True
0.75,1.0,0.55,30,2.0,False,50,23,39.13,0.1739,1.2857,4.0,24,37.5,0.125,1.2,3.0,1.77346032415676,True,1.596446425781928,True
0.75,1.0,0.55,30,4.0,False,50,28,32.14,-0.0357,0.9474,7.0,31,35.48,0.0645,1.1,4.0,,False,1.3012261991466958,True
0.75,1.0,0.55,30,6.0,False,50,32,31.25,-0.0625,0.9091,10.0,41,36.59,0.0976,1.1538,5.0,,False,1.4527874771211244,True
0.75,1.0,0.55,30,10.0,False,50,40,25.0,-0.25,0.6667,14.0,45,37.78,0.1333,1.2143,6.0,,False,1.588913112611353,True
0.75,1.0,0.65,12,2.0,False,50,16,56.25,0.6875,2.5714,2.0,18,27.78,-0.1667,0.7692,7.0,,False,,False
0.75,1.0,0.65,12,4.0,False,50,19,47.37,0.4211,1.8,3.0,22,31.82,-0.0455,0.9333,4.0,,False,,False
0.75,1.0,0.65,12,6.0,False,50,23,43.48,0.3043,1.5385,5.0,26,34.62,0.0385,1.0588,4.0,2.36746032415676,True,1.1563539119007145,True
0.75,1.0,0.65,12,10.0,False,50,27,40.74,0.2222,1.375,4.0,28,35.71,0.0714,1.1111,4.0,2.0288806152629517,True,1.3177591342464792,True
0.75,1.0,0.65,20,2.0,False,50,16,56.25,0.6875,2.5714,2.0,21,33.33,0.0,1.0,5.0,,False,,False
0.75,1.0,0.65,20,4.0,False,50,21,42.86,0.2857,1.5,4.0,27,33.33,0.0,1.0,4.0,2.3122080990745424,True,,False
0.75,1.0,0.65,20,6.0,False,50,25,40.0,0.2,1.3333,6.0,35,37.14,0.1143,1.1818,3.0,1.810076695296637,True,1.6022207641120292,True
0.75,1.0,0.65,20,10.0,False,50,30,36.67,0.1,1.1579,5.0,38,36.84,0.1053,1.1667,4.0,1.4105800232210552,True,1.5245957293594359,True
0.75,1.0,0.65,30,2.0,False,50,19,52.63,0.5789,2.2222,3.0,23,30.43,-0.087,0.875,6.0,,False,,False
0.75,1.0,0.65,30,4.0,False,50,24,41.67,0.25,1.4286,5.0,30,30.0,-0.1,0.8571,6.0,2.1000464257819282,True,,False
0.75,1.0,0.65,30,6.0,False,50,28,39.29,0.1786,1.2941,6.0,39,33.33,0.0,1.0,5.0,1.7223591342464792,True,,False
0.75,1.0,0.65,30,10.0,False,50,37,32.43,-0.027,0.96,8.0,43,34.88,0.0465,1.0714,6.0,,False,1.1764041697153669,True
0.75,1.0,0.75,12,2.0,False,50,14,42.86,0.2857,1.5,3.0,10,40.0,0.2,1.3333,4.0,,False,,False
0.75,1.0,0.75,12,4.0,False,50,18,44.44,0.3333,1.6,3.0,14,28.57,-0.1429,0.8,6.0,,False,,False
0.75,1.0,0.75,12,6.0,False,50,21,42.86,0.2857,1.5,4.0,17,35.29,0.0588,1.0909,5.0,2.3122080990745424,True,,False
0.75,1.0,0.75,12,10.0,False,50,23,39.13,0.1739,1.2857,5.0,19,36.84,0.1053,1.1667,5.0,1.7234603241567599,True,,False
0.75,1.0,0.75,20,2.0,False,50,14,42.86,0.2857,1.5,3.0,13,46.15,0.3846,1.7143,2.0,,False,,False
0.75,1.0,0.75,20,4.0,False,50,19,42.11,0.2632,1.4545,3.0,20,30.0,-0.1,0.8571,6.0,,False,,False
0.75,1.0,0.75,20,6.0,False,50,22,40.91,0.2273,1.3846,5.0,25,40.0,0.2,1.3333,3.0,1.9771153376207542,True,1.960076695296637,True
0.75,1.0,0.75,20,10.0,False,50,25,36.0,0.08,1.125,6.0,27,40.74,0.2222,1.375,3.0,1.241776695296637,True,2.0788806152629515,True
0.75,1.0,0.75,30,2.0,False,50,17,41.18,0.2353,1.4,3.0,15,40.0,0.2,1.3333,3.0,,False,,False
0.75,1.0,0.75,30,4.0,False,50,22,40.91,0.2273,1.3846,4.0,23,26.09,-0.2174,0.7059,8.0,2.0271153376207542,True,,False
0.75,1.0,0.75,30,6.0,False,50,25,40.0,0.2,1.3333,5.0,29,34.48,0.0345,1.0526,4.0,1.860076695296637,True,1.153691611288853,True
0.75,1.0,0.75,30,10.0,False,50,32,31.25,-0.0625,0.9091,9.0,32,37.5,0.125,1.2,4.0,,False,1.5877318358777996,True
0.75,1.3,0.55,12,2.0,False,50,15,46.67,0.4,1.75,2.0,17,41.18,0.2353,1.4,3.0,,False,,False
0.75,1.3,0.55,12,4.0,False,50,19,36.84,0.1053,1.1667,4.0,19,36.84,0.1053,1.1667,4.0,,False,,False
0.75,1.3,0.55,12,6.0,False,50,22,36.36,0.0909,1.1429,5.0,23,39.13,0.1739,1.2857,4.0,1.3262153376207542,True,1.77346032415676,True
0.75,1.3,0.55,12,10.0,False,50,25,32.0,-0.04,0.9412,6.0,25,40.0,0.2,1.3333,4.0,,False,1.910076695296637,True
0.75,1.3,0.55,20,2.0,False,50,15,46.67,0.4,1.75,2.0,20,45.0,0.35,1.6364,3.0,,False,2.685934878122122,True
0.75,1.3,0.55,20,4.0,False,50,20,35.0,0.05,1.0769,5.0,24,37.5,0.125,1.2,4.0,1.1264348781221223,True,1.546446425781928,True
0.75,1.3,0.55,20,6.0,False,50,23,34.78,0.0435,1.0667,6.0,32,40.62,0.2188,1.3684,4.0,1.0632603241567598,True,2.0375318358777994,True
0.75,1.3,0.55,20,10.0,False,50,27,29.63,-0.1111,0.8421,7.0,36,38.89,0.1667,1.2727,4.0,,False,1.805179000772445,True
0.75,1.3,0.55,30,2.0,False,50,19,42.11,0.2632,1.4545,3.0,22,40.91,0.2273,1.3846,3.0,,False,2.0771153376207545,True
0.75,1.3,0.55,30,4.0,False,50,24,33.33,0.0,1.0,6.0,27,33.33,0.0,1.0,4.0,,False,,False
0.75,1.3,0.55,30,6.0,False,50,27,33.33,0.0,1.0,7.0,35,37.14,0.1143,1.1818,4.0,,False,1.5522207641120291,True
0.75,1.3,0.55,30,10.0,False,50,33,27.27,-0.1818,0.75,9.0,40,37.5,0.125,1.2,5.0,,False,1.5764866859365871,True
0.75,1.3,0.65,12,2.0,False,50,13,53.85,0.6154,2.3333,2.0,15,33.33,0.0,1.0,5.0,,False,,False
0.75,1.3,0.65,12,4.0,False,50,16,43.75,0.3125,1.5556,3.0,16,31.25,-0.0625,0.9091,6.0,,False,,False
0.75,1.3,0.65,12,6.0,False,50,18,44.44,0.3333,1.6,4.0,20,35.0,0.05,1.0769,6.0,,False,1.076434878122122,True
0.75,1.3,0.65,12,10.0,False,50,22,40.91,0.2273,1.3846,4.0,22,36.36,0.0909,1.1429,6.0,2.0271153376207542,True,1.2762153376207541,True
0.75,1.3,0.65,20,2.0,False,50,13,53.85,0.6154,2.3333,2.0,18,38.89,0.1667,1.2727,5.0,,False,,False
0.75,1.3,0.65,20,4.0,False,50,17,41.18,0.2353,1.4,4.0,21,33.33,0.0,1.0,6.0,,False,,False
0.75,1.3,0.65,20,6.0,False,50,19,42.11,0.2632,1.4545,5.0,28,39.29,0.1786,1.2941,4.0,,False,1.8223591342464793,True
0.75,1.3,0.65,20,10.0,False,50,24,37.5,0.125,1.2,4.0,32,37.5,0.125,1.2,4.0,1.546446425781928,True,1.5877318358777996,True
0.75,1.3,0.65,30,2.0,False,50,15,46.67,0.4,1.75,3.0,20,35.0,0.05,1.0769,6.0,,False,1.076434878122122,True
0.75,1.3,0.65,30,4.0,False,50,19,36.84,0.1053,1.1667,4.0,24,29.17,-0.125,0.8235,8.0,,False,,False
0.75,1.3,0.65,30,6.0,False,50,21,38.1,0.1429,1.2308,5.0,31,35.48,0.0645,1.1,4.0,1.5646080990745426,True,1.3012261991466958,True
0.75,1.3,0.65,30,10.0,False,50,28,32.14,-0.0357,0.9474,5.0,36,36.11,0.0833,1.1304,5.0,,False,1.3626790007724452,True
0.75,1.3,0.75,12,2.0,False,50,12,41.67,0.25,1.4286,2.0,9,44.44,0.3333,1.6,3.0,,False,,False
0.75,1.3,0.75,12,4.0,False,50,15,40.0,0.2,1.3333,3.0,12,33.33,0.0,1.0,5.0,,False,,False
0.75,1.3,0.75,12,6.0,False,50,17,41.18,0.2353,1.4,3.0,15,40.0,0.2,1.3333,4.0,,False,,False
0.75,1.3,0.75,12,10.0,False,50,20,40.0,0.2,1.3333,3.0,17,41.18,0.2353,1.4,4.0,1.9328348781221223,True,,False
0.75,1.3,0.75,20,2.0,False,50,12,41.67,0.25,1.4286,2.0,12,50.0,0.5,2.0,3.0,,False,,False
0.75,1.3,0.75,20,4.0,False,50,16,37.5,0.125,1.2,3.0,17,35.29,0.0588,1.0909,6.0,,False,,False
0.75,1.3,0.75,20,6.0,False,50,18,38.89,0.1667,1.2727,3.0,22,45.45,0.3636,1.6667,4.0,,False,2.7181153376207545,True
0.75,1.3,0.75,20,10.0,False,50,22,36.36,0.0909,1.1429,4.0,25,44.0,0.32,1.5714,4.0,1.3762153376207542,True,2.5081766952966364,True
0.75,1.3,0.75,30,2.0,False,50,14,35.71,0.0714,1.1111,3.0,14,42.86,0.2857,1.5,4.0,,False,,False
0.75,1.3,0.75,30,4.0,False,50,18,33.33,0.0,1.0,4.0,20,30.0,-0.1,0.8571,8.0,,False,,False
0.75,1.3,0.75,30,6.0,False,50,20,35.0,0.05,1.0769,4.0,25,40.0,0.2,1.3333,4.0,1.176434878122122,True,1.910076695296637,True
0.75,1.3,0.75,30,10.0,False,50,26,30.77,-0.0769,0.8889,5.0,29,41.38,0.2414,1.4118,4.0,,False,2.133591611288853,True
0.75,1.6,0.55,12,2.0,False,50,14,50.0,0.5,2.0,2.0,14,35.71,0.0714,1.1111,3.0,,False,,False
0.75,1.6,0.55,12,4.0,False,50,18,38.89,0.1667,1.2727,4.0,16,31.25,-0.0625,0.9091,5.0,,False,,False
0.75,1.6,0.55,12,6.0,False,50,19,42.11,0.2632,1.4545,4.0,18,38.89,0.1667,1.2727,5.0,,False,,False
0.75,1.6,0.55,12,10.0,False,50,22,40.91,0.2273,1.3846,5.0,19,36.84,0.1053,1.1667,5.0,1.9771153376207542,True,,False
0.75,1.6,0.55,20,2.0,False,50,14,50.0,0.5,2.0,2.0,16,37.5,0.125,1.2,3.0,,False,,False
0.75,1.6,0.55,20,4.0,False,50,19,36.84,0.1053,1.1667,5.0,19,31.58,-0.0526,0.9231,6.0,,False,,False
0.75,1.6,0.55,20,6.0,False,50,20,40.0,0.2,1.3333,5.0,22,36.36,0.0909,1.1429,6.0,1.8328348781221222,True,1.2762153376207541,True
0.75,1.6,0.55,20,10.0,False,50,24,37.5,0.125,1.2,6.0,24,33.33,0.0,1.0,6.0,1.4464464257819278,True,,False
0.75,1.6,0.55,30,2.0,False,50,15,46.67,0.4,1.75,3.0,16,37.5,0.125,1.2,3.0,,False,,False
0.75,1.6,0.55,30,4.0,False,50,20,35.0,0.05,1.0769,5.0,20,30.0,-0.1,0.8571,7.0,1.1264348781221223,True,,False
0.75,1.6,0.55,30,6.0,False,50,21,38.1,0.1429,1.2308,5.0,23,34.78,0.0435,1.0667,7.0,1.5646080990745426,True,1.01326032415676,True
0.75,1.6,0.55,30,10.0,False,50,26,34.62,0.0385,1.0588,6.0,27,33.33,0.0,1.0,8.0,1.0563539119007144,True,,False
0.75,1.6,0.65,12,2.0,False,50,13,53.85,0.6154,2.3333,2.0,13,30.77,-0.0769,0.8889,4.0,,False,,False
0.75,1.6,0.65,12,4.0,False,50,16,43.75,0.3125,1.5556,3.0,14,28.57,-0.1429,0.8,5.0,,False,,False
0.75,1.6,0.65,12,6.0,False,50,17,47.06,0.4118,1.7778,3.0,16,37.5,0.125,1.2,4.0,,False,,False
0.75,1.6,0.65,12,10.0,False,50,21,47.62,0.4286,1.8182,3.0,17,35.29,0.0588,1.0909,4.0,3.1091080990745428,True,,False
0.75,1.6,0.65,20,2.0,False,50,13,53.85,0.6154,2.3333,2.0,15,33.33,0.0,1.0,5.0,,False,,False
0.75,1.6,0.65,20,4.0,False,50,17,41.18,0.2353,1.4,4.0,17,29.41,-0.1176,0.8333,7.0,,False,,False
0.75,1.6,0.65,20,6.0,False,50,18,44.44,0.3333,1.6,4.0,20,35.0,0.05,1.0769,5.0,,False,1.1264348781221223,True
0.75,1.6,0.65,20,10.0,False,50,23,43.48,0.3043,1.5385,3.0,22,31.82,-0.0455,0.9333,5.0,2.46746032415676,True,,False
0.75,1.6,0.65,30,2.0,False,50,14,50.0,0.5,2.0,3.0,15,33.33,0.0,1.0,5.0,,False,,False
0.75,1.6,0.65,30,4.0,False,50,18,38.89,0.1667,1.2727,4.0,18,27.78,-0.1667,0.7692,8.0,,False,,False
0.75,1.6,0.65,30,6.0,False,50,19,42.11,0.2632,1.4545,4.0,21,33.33,0.0,1.0,6.0,,False,,False
0.75,1.6,0.65,30,10.0,False,50,25,40.0,0.2,1.3333,4.0,25,32.0,-0.04,0.9412,6.0,1.910076695296637,True,,False
0.75,1.6,0.75,12,2.0,False,50,11,45.45,0.3636,1.6667,2.0,8,37.5,0.125,1.2,3.0,,False,,False
0.75,1.6,0.75,12,4.0,False,50,13,38.46,0.1538,1.25,3.0,10,30.0,-0.1,0.8571,4.0,,False,,False
0.75,1.6,0.75,12,6.0,False,50,14,42.86,0.2857,1.5,3.0,12,41.67,0.25,1.4286,3.0,,False,,False
0.75,1.6,0.75,12,10.0,False,50,17,41.18,0.2353,1.4,3.0,13,38.46,0.1538,1.25,3.0,,False,,False
0.75,1.6,0.75,20,2.0,False,50,11,45.45,0.3636,1.6667,2.0,10,40.0,0.2,1.3333,4.0,,False,,False
0.75,1.6,0.75,20,4.0,False,50,14,35.71,0.0714,1.1111,3.0,13,30.77,-0.0769,0.8889,6.0,,False,,False
0.75,1.6,0.75,20,6.0,False,50,15,40.0,0.2,1.3333,3.0,15,40.0,0.2,1.3333,4.0,,False,,False
0.75,1.6,0.75,20,10.0,False,50,19,36.84,0.1053,1.1667,4.0,16,37.5,0.125,1.2,4.0,,False,,False
0.75,1.6,0.75,30,2.0,False,50,12,41.67,0.25,1.4286,3.0,10,40.0,0.2,1.3333,4.0,,False,,False
0.75,1.6,0.75,30,4.0,False,50,15,33.33,0.0,1.0,4.0,14,28.57,-0.1429,0.8,7.0,,False,,False
0.75,1.6,0.75,30,6.0,False,50,16,37.5,0.125,1.2,4.0,16,37.5,0.125,1.2,5.0,,False,,False
0.75,1.6,0.75,30,10.0,False,50,21,33.33,0.0,1.0,5.0,19,36.84,0.1053,1.1667,5.0,,False,,False
