entry_time,exit_time,direction,setup_type,entry_price,exit_price,pnl,exit_reason,risk_distance,realized_distance,planned_sl,planned_tp,R,partial_tp_hit,partial_exit_time,partial_exit_price,entry_bar_time,exit_bar_time,entry_bar_low,entry_bar_high,exit_bar_low,exit_bar_high,entry_feasible,exit_feasible,violated_side
2023-02-03T18:00:00+00:00,2023-02-06T09:30:00+00:00,LONG,BOS,12643.25404295322,12461.156790667636,-18209725.228558455,SL,182.09725228558455,-182.09725228558455,12461.156790667636,13007.44854752439,-1.0,False,,,2023-02-03T18:00:00+00:00,2023-02-06T09:30:00+00:00,12625.389,12687.799,12436.429,12481.889,True,True,none
2023-02-15T16:30:00+00:00,2023-02-16T14:30:00+00:00,LONG,BOS,12584.943511624895,12462.049041532897,-12289447.00919983,SL,122.8944700919983,-122.8944700919983,12462.049041532897,12830.732451808892,-1.0,False,,,2023-02-15T16:30:00+00:00,2023-02-16T14:30:00+00:00,12563.809,12629.339,12452.889,12548.799,True,True,none
2023-03-28T20:00:00+00:00,2023-03-29T05:30:00+00:00,SHORT,BOS,12622.343957156896,12690.647854335926,-6830389.717903017,SL,68.30389717903017,-68.30389717903017,12690.647854335926,12485.736162798836,-1.0,False,,,2023-03-28T20:00:00+00:00,2023-03-29T05:30:00+00:00,12612.769,12634.599,12668.759,12695.899,True,True,none
2023-05-04T15:00:00+00:00,2023-05-05T13:30:00+00:00,SHORT,BOS,13020.487263103552,13116.864605540268,-9637734.243671548,SL,96.37734243671548,-96.37734243671548,13116.864605540268,12827.732578230121,-1.0,False,,,2023-05-04T15:00:00+00:00,2023-05-05T13:30:00+00:00,12974.579,13042.299,13058.639,13127.209,True,True,none
2023-05-16T19:30:00+00:00,2023-05-18T10:30:00+00:00,LONG,BOS,13441.517362999683,13616.418499968804,17490113.69691216,TP,87.45056848456079,174.90113696912158,13354.066794515122,13616.418499968804,2.0,False,,,2023-05-16T19:30:00+00:00,2023-05-18T10:30:00+00:00,13428.149,13484.609,13605.099,13618.559,True,True,none
2023-07-14T17:00:00+00:00,2023-07-16T23:00:00+00:00,LONG,BOS,15607.3816928671,15531.196956121074,-7618473.674602683,SL,76.18473674602683,-76.18473674602683,15531.196956121074,15759.751166359154,-1.0,False,,,2023-07-14T17:00:00+00:00,2023-07-16T23:00:00+00:00,15592.719,15633.897,15528.059,15546.759,True,True,none
2023-08-18T15:30:00+00:00,2023-08-18T19:30:00+00:00,SHORT,BOS,14669.228171219274,14734.710259047131,-6548208.782785696,SL,65.48208782785696,-65.48208782785696,14734.710259047131,14538.26399556356,-1.0,False,,,2023-08-18T15:30:00+00:00,2023-08-18T19:30:00+00:00,14591.639,14684.769,14675.709,14746.769,True,True,none
2023-08-23T14:00:00+00:00,2023-08-24T03:00:00+00:00,LONG,BOS,15039.687881235712,15342.820752293863,30313287.105815105,TP,151.56643552907553,303.13287105815107,14888.121445706636,15342.820752293863,2.0,False,,,2023-08-23T14:00:00+00:00,2023-08-24T03:00:00+00:00,15031.409,15093.609,15330.559,15344.559,True,True,none
2023-08-30T15:00:00+00:00,2023-09-06T16:30:00+00:00,LONG,BOS,15437.540408900031,15300.91658146424,-13662382.74357911,SL,136.6238274357911,-136.6238274357911,15300.91658146424,15710.788063771613,-1.0,False,,,2023-08-30T15:00:00+00:00,2023-09-06T16:30:00+00:00,15395.349,15438.889,15290.047,15320.579,True,True,none
2023-10-05T14:00:00+00:00,2023-10-06T15:30:00+00:00,SHORT,BOS,14696.524630397213,14821.354095813836,-12482946.541662386,SL,124.82946541662386,-124.82946541662386,14821.354095813836,14446.865699563965,-1.0,False,,,2023-10-05T14:00:00+00:00,2023-10-06T15:30:00+00:00,14625.979,14697.899,14787.599,14910.499,True,True,none
2023-10-19T19:00:00+00:00,2023-10-25T22:00:00+00:00,SHORT,BOS,14806.559028761065,14299.70346101982,50685556.774124414,TP,253.42778387062208,506.85556774124416,15059.986812631687,14299.70346101982,2.0,False,,,2023-10-19T19:00:00+00:00,2023-10-25T22:00:00+00:00,14770.829,14821.189,14267.529,14343.259,True,True,none
2023-10-27T17:30:00+00:00,2023-10-30T13:30:00+00:00,SHORT,BOS,14170.485410999865,14348.794078214494,-17830866.721462917,SL,178.30866721462917,-178.30866721462917,14348.794078214494,13813.868076570607,-1.0,False,,,2023-10-27T17:30:00+00:00,2023-10-30T13:30:00+00:00,14148.529,14195.749,14254.999,14395.749,True,True,none
2023-12-19T21:00:00+00:00,2023-12-20T19:30:00+00:00,LONG,BOS,16810.754382728657,16745.852455300887,-6490192.742777072,SL,64.90192742777072,-64.90192742777072,16745.852455300887,16940.5582375842,-1.0,False,,,2023-12-19T21:00:00+00:00,2023-12-20T19:30:00+00:00,16805.159,16819.209,16624.209,16800.759,True,True,none
2024-01-04T15:30:00+00:00,2024-01-05T06:30:00+00:00,SHORT,BOS,16372.100108546412,16244.939022258182,12716108.628822986,TP,63.58054314411493,127.16108628822985,16435.680651690527,16244.939022258182,2.0,False,,,2024-01-04T15:30:00+00:00,2024-01-05T06:30:00+00:00,16339.809,16379.089,16240.979,16260.087,True,True,none
2024-04-04T18:00:00+00:00,2024-04-04T18:30:00+00:00,LONG,BOS,18265.84961819868,18131.286,-13456361.819868106,SL,9.14805522034294,-134.56361819868107,18256.70156297834,18284.145728639367,-14.70953278675515,False,,,2024-04-04T18:00:00+00:00,2024-04-04T18:30:00+00:00,18126.832,18294.619,18005.887,18131.286,True,True,none
2024-04-17T18:30:00+00:00,2024-04-19T01:30:00+00:00,SHORT,BOS,17598.995290970794,17134.789973010913,46420531.79598806,TP,232.10265897994032,464.20531795988063,17831.097949950734,17134.789973010913,2.0,False,,,2024-04-17T18:30:00+00:00,2024-04-19T01:30:00+00:00,17524.975,17634.875,17087.721,17192.553,True,True,none
2024-05-30T15:00:00+00:00,2024-05-31T15:00:00+00:00,SHORT,BOS,18586.25333089729,18277.656778802524,30859655.20947648,TP,154.2982760473824,308.5965520947648,18740.55160694467,18277.656778802524,2.0,False,,,2024-05-30T15:00:00+00:00,2024-05-31T15:00:00+00:00,18560.32,18613.264,18274.764,18332.586,True,True,none
2024-05-31T19:30:00+00:00,2024-06-03T11:30:00+00:00,SHORT,BOS,18406.611141867565,18635.019679810266,-22840853.79427015,SL,228.4085379427015,-228.4085379427015,18635.019679810266,17949.79406598216,-1.0,False,,,2024-05-31T19:30:00+00:00,2024-06-03T11:30:00+00:00,18347.864,18546.297,18617.165,18639.665,True,True,none
2024-07-19T15:30:00+00:00,2024-07-22T13:30:00+00:00,SHORT,BOS,19593.968987312244,19805.554781540577,-21158579.422833283,SL,211.58579422833282,-211.58579422833282,19805.554781540577,19170.79739885558,-1.0,False,,,2024-07-19T15:30:00+00:00,2024-07-22T13:30:00+00:00,19527.369,19638.071,19706.989,19850.143,True,True,none
2024-07-23T16:00:00+00:00,2024-07-23T22:00:00+00:00,LONG,BOS,19791.628959788,19719.004678535952,-7262428.125204679,SL,72.62428125204679,-72.62428125204679,19719.004678535952,19936.877522292092,-1.0,False,,,2024-07-23T16:00:00+00:00,2024-07-23T22:00:00+00:00,19762.597,19865.642,19614.11,19753.364,True,True,none
2024-08-07T15:00:00+00:00,2024-08-07T16:00:00+00:00,LONG,BOS,18373.85684244169,18229.864005745,-14399283.669669239,SL,143.9928366966924,-143.9928366966924,18229.864005745,18661.842515835076,-1.0,False,,,2024-08-07T15:00:00+00:00,2024-08-07T16:00:00+00:00,18329.208,18439.108,18171.286,18297.021,True,True,none
2024-08-14T16:00:00+00:00,2024-08-14T16:30:00+00:00,LONG,BOS,19050.486672301748,18933.355661913967,-11713101.03877804,SL,117.1310103877804,-117.1310103877804,18933.355661913967,19284.74869307731,-1.0,False,,,2024-08-14T16:00:00+00:00,2024-08-14T16:30:00+00:00,18950.974,19105.987,18923.229,18992.652,True,True,none
2024-09-11T13:30:00+00:00,2024-09-11T14:00:00+00:00,LONG,BOS,18810.246016005116,18711.70564189685,-9854037.41082664,SL,98.5403741082664,-98.5403741082664,18711.70564189685,19007.32676422165,-1.0,False,,,2024-09-11T13:30:00+00:00,2024-09-11T14:00:00+00:00,18747.965,18880.121,18619.675,18789.689,True,True,none
2024-10-16T14:00:00+00:00,2024-10-17T06:00:00+00:00,SHORT,BOS,20146.28928526268,20231.366094236328,-8507680.897364844,SL,85.07680897364844,-85.07680897364844,20231.366094236328,19976.135667315382,-1.0,False,,,2024-10-16T14:00:00+00:00,2024-10-17T06:00:00+00:00,20032.508,20176.699,20167.332,20246.619,True,True,none
2024-12-19T23:00:00+00:00,2024-12-20T16:30:00+00:00,SHORT,BOS,21126.321477408645,21434.061753247075,-30774027.583843052,SL,307.74027583843053,-307.74027583843053,21434.061753247075,20510.840925731783,-1.0,False,,,2024-12-19T23:00:00+00:00,2024-12-20T16:30:00+00:00,21112.621,21150.919,21405.176,21527.22,True,True,none
2025-01-31T18:00:00+00:00,2025-01-31T18:30:00+00:00,LONG,BOS,21708.94443160462,21611.963423029232,-9698100.857538885,SL,96.98100857538884,-96.98100857538884,21611.963423029232,21902.9064487554,-1.0,False,,,2025-01-31T18:00:00+00:00,2025-01-31T18:30:00+00:00,21694.232,21809.719,21603.542,21708.254,True,True,none
2025-02-06T21:00:00+00:00,2025-02-07T15:30:00+00:00,LONG,BOS,21763.038991926886,21574.99475058934,-18804424.13375458,SL,188.04424133754583,-188.04424133754583,21574.99475058934,22139.127474601977,-1.0,False,,,2025-02-06T21:00:00+00:00,2025-02-07T15:30:00+00:00,21661.576,21774.308,21521.985,21708.288,True,True,none
2025-02-14T18:00:00+00:00,2025-02-20T14:30:00+00:00,LONG,BOS,22088.57745407919,21939.172666306018,-14940478.777317185,SL,149.40478777317185,-149.40478777317185,21939.172666306018,22387.387029625534,-1.0,False,,,2025-02-14T18:00:00+00:00,2025-02-20T14:30:00+00:00,22066.954,22096.889,21926.164,22146.465,True,True,none
2025-02-26T18:30:00+00:00,2025-02-27T12:00:00+00:00,SHORT,BOS,21109.196481477844,21301.02490961762,-19182842.81397755,SL,191.8284281397755,-191.8284281397755,21301.02490961762,20725.539625198293,-1.0,False,,,2025-02-26T18:30:00+00:00,2025-02-27T12:00:00+00:00,21025.52,21146.243,21280.364,21317.564,True,True,none
2025-04-02T18:00:00+00:00,2025-04-02T22:00:00+00:00,LONG,BOS,19441.372550275024,19103.82238107364,-33755016.920138225,SL,337.55016920138223,-337.55016920138223,19103.82238107364,20116.47288867779,-1.0,False,,,2025-04-02T18:00:00+00:00,2025-04-02T22:00:00+00:00,19440.119,19587.388,18646.487,19775.585,True,True,none
2025-04-09T14:00:00+00:00,2025-04-09T18:00:00+00:00,LONG,BOS,17350.42169899804,18771.136236749968,142071453.77519265,TP,710.3572688759632,1420.7145377519264,16640.06443012208,18771.136236749968,2.0,False,,,2025-04-09T14:00:00+00:00,2025-04-09T18:00:00+00:00,17205.998,17465.965,18603.72,18956.989,True,True,none
2025-04-17T16:00:00+00:00,2025-04-21T14:00:00+00:00,SHORT,BOS,18318.723064490518,17853.40385731941,46531920.71711092,TP,232.65960358555458,465.31920717110916,18551.382668076072,17853.40385731941,2.0,False,,,2025-04-17T16:00:00+00:00,2025-04-21T14:00:00+00:00,18194.989,18342.597,17787.064,17878.154,True,True,none
2025-05-07T19:30:00+00:00,2025-05-07T20:00:00+00:00,SHORT,BOS,19849.778875998156,19887.990642407116,-3821176.64089601,SL,38.2117664089601,-38.2117664089601,19887.990642407116,19773.355343180236,-1.0,False,,,2025-05-07T19:30:00+00:00,2025-05-07T20:00:00+00:00,19679.21,19968.409,19831.587,19913.831,True,True,none
2025-05-08T14:00:00+00:00,2025-05-08T15:30:00+00:00,SHORT,BOS,20025.91542837455,20203.88817037272,-17797274.199817184,SL,177.97274199817184,-177.97274199817184,20203.88817037272,19669.969944378205,-1.0,False,,,2025-05-08T14:00:00+00:00,2025-05-08T15:30:00+00:00,19942.876,20041.31,20062.209,20234.275,True,True,none
2025-06-05T15:30:00+00:00,2025-06-05T16:30:00+00:00,LONG,BOS,21873.367691910862,21657.896893471283,-21547079.84395791,SL,215.47079843957908,-215.47079843957908,21657.896893471283,22304.30928879002,-1.0,False,,,2025-06-05T15:30:00+00:00,2025-06-05T16:30:00+00:00,21861.076,21895.687,21633.31,21830.053,True,True,none
2025-06-11T01:00:00+00:00,2025-06-11T18:00:00+00:00,LONG,BOS,21881.37959842356,21775.23080637796,-10614879.204559838,SL,106.14879204559838,-106.14879204559838,21775.23080637796,22093.677182514755,-1.0,False,,,2025-06-11T01:00:00+00:00,2025-06-11T18:00:00+00:00,21864.665,21900.075,21768.331,21907.586,True,True,none
2025-06-27T14:00:00+00:00,2025-06-27T18:30:00+00:00,LONG,BOS,22551.707413197728,22430.37644386066,-12133096.933706839,SL,121.33096933706838,-121.33096933706838,22430.37644386066,22794.369351871865,-1.0,False,,,2025-06-27T14:00:00+00:00,2025-06-27T18:30:00+00:00,22548.542,22604.799,22383.109,22459.608,True,True,none
2025-08-20T17:30:00+00:00,2025-08-22T14:00:00+00:00,SHORT,BOS,23231.696524984745,23406.241151973103,-17454462.69883578,SL,174.54462698835778,-174.54462698835778,23406.241151973103,22882.60727100803,-1.0,False,,,2025-08-20T17:30:00+00:00,2025-08-22T14:00:00+00:00,23168.02,23238.289,23177.199,23464.519,True,True,none
2025-09-25T16:00:00+00:00,2025-09-29T00:00:00+00:00,SHORT,BOS,24440.353567035534,24554.04578911167,-11369222.207613712,SL,113.69222207613711,-113.69222207613711,24554.04578911167,24212.96912288326,-1.0,False,,,2025-09-25T16:00:00+00:00,2025-09-29T00:00:00+00:00,24397.281,24456.689,24539.021,24571.709,True,True,none
2025-11-04T15:30:00+00:00,2025-11-04T18:30:00+00:00,LONG,BOS,25681.334160826194,25481.69485986712,-19963930.09590756,SL,199.63930095907563,-199.63930095907563,25481.69485986712,26080.612762744346,-1.0,False,,,2025-11-04T15:30:00+00:00,2025-11-04T18:30:00+00:00,25635.87,25761.914,25475.533,25557.197,True,True,none
2025-11-25T17:30:00+00:00,2025-12-05T15:00:00+00:00,LONG,BOS,24930.336243129314,25803.635577169145,87329933.40398316,TP,436.6496670199158,873.2993340398316,24493.686576109398,25803.635577169145,2.0,False,,,2025-11-25T17:30:00+00:00,2025-12-05T15:00:00+00:00,24909.511,24992.675,25726.805,25826.533,True,True,none
2025-12-05T16:00:00+00:00,2025-12-10T16:00:00+00:00,LONG,BOS,25707.795416902565,25511.582330984125,-19621308.59184399,SL,196.2130859184399,-196.2130859184399,25511.582330984125,26100.221588739445,-1.0,False,,,2025-12-05T16:00:00+00:00,2025-12-10T16:00:00+00:00,25646.759,25728.339,25500.215,25620.534,True,True,none
